code,display
Y05.8,"Sexual assault by bodily force, Other Specified Area"
Y05.9,"Sexual assault by bodily force, Unspecified Place"
Y06,Neglect and abandonment
Y06.0,By spouse or partner
Y06.1,By parent
Y06.2,By acquaintance or friend
Y06.8,By other specified persons
Y06.9,By unspecified person
Y07,Other maltreatment
Y07.0,By spouse or partner
Y07.1,By parent
Y07.2,By acquaintance or friend
Y07.3,By official authorities
Y07.8,By other specified persons
Y07.9,By unspecified person
Y08,Assault by other specified means
Y08.0,"Assault by other specified means, Home"
Y08.1,"Assault by other specified means, Residential Institution"
Y08.2,"Assault by other specified means, School, Other Institution and Public Admimistration Area"
Y08.3,"Assault by other specified means, Sports and Athletic Areas"
Y08.4,"Assault by other specified means, Street and Highway"
Y08.5,"Assault by other specified means, Trade and Service Area"
Y08.6,"Assault by other specified means, Industrial and Construction Area"
Y08.7,"Assault by other specified means, Farm"
Y08.8,"Assault by other specified means, Other Specified Area"
Y08.9,"Assault by other specified means, Unspecified Place"
Y09,Assault by unspecified means
Y09.0,"Assault by unspecified means, Home"
Y09.1,"Assault by unspecified means, Residential Institution"
Y09.2,"Assault by unspecified means, School, Other Institution and Public Admimistration Area"
Y09.3,"Assault by unspecified means, Sports and Athletic Areas"
Y09.4,"Assault by unspecified means, Street and Highway"
Y09.5,"Assault by unspecified means, Trade and Service Area"
Y09.6,"Assault by unspecified means, Industrial and Construction Area"
Y09.7,"Assault by unspecified means, Farm"
Y09.8,"Assault by unspecified means, Other Specified Area"
Y09.9,"Assault by unspecified means, Unspecified Place"
Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"
Y10.0,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Home"
Y10.1,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Residential Institution"
Y10.2,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, School, Other Institution and Public Admimistration Area"
Y10.3,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Sports and Athletic Areas"
Y10.4,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Street and Highway"
Y10.5,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Trade and Service Area"
Y10.6,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Industrial and Construction Area"
Y10.7,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Farm"
Y10.8,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Other Specified Area"
Y10.9,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent, Unspecified Place"
Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"
Y11.0,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Home"
Y11.1,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Residential Institution"
Y11.2,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, School, Other Institution and Public Admimistration Area"
Y11.3,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Sports and Athletic Areas"
Y11.4,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Street and Highway"
Y11.5,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Trade and Service Area"
Y11.6,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Industrial and Construction Area"
Y11.7,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Farm"
Y11.8,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Other Specified Area"
Y11.9,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent, Unspecified Place"
Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"
Y12.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Home"
Y12.1,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Residential Institution"
Y12.2,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, School, Other Institution and Public Admimistration Area"
Y12.3,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Sports and Athletic Areas"
Y12.4,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Street and Highway"
Y12.5,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Trade and Service Area"
Y12.6,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Industrial and Construction Area"
Y12.7,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Farm"
Y12.8,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Other Specified Area"
Y12.9,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent, Unspecified Place"
Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"
Y13.0,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Home"
Y13.1,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Residential Institution"
Y13.2,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, School, Other Institution and Public Admimistration Area"
Y13.3,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Sports and Athletic Areas"
Y13.4,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Street and Highway"
Y13.5,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Trade and Service Area"
Y13.6,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Industrial and Construction Area"
Y13.7,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Farm"
Y13.8,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Other Specified Area"
Y13.9,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent, Unspecified Place"
Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
Y14.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Home"
Y14.1,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Residential Institution"
Y14.2,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, School, Other Institution and Public Admimistration Area"
Y14.3,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Sports and Athletic Areas"
Y14.4,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Street and Highway"
Y14.5,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Trade and Service Area"
Y14.6,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Industrial and Construction Area"
Y14.7,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Farm"
Y14.8,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Other Specified Area"
Y14.9,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent, Unspecified Place"
Y15,"Poisoning by and exposure to alcohol, undetermined intent"
Y15.0,"Poisoning by and exposure to alcohol, undetermined intent, Home"
Y15.1,"Poisoning by and exposure to alcohol, undetermined intent, Residential Institution"
Y15.2,"Poisoning by and exposure to alcohol, undetermined intent, School, Other Institution and Public Admimistration Area"
